DatasetAcronym,AttributeName, InstanceName,AggregationStatisticCV,IntervalTimeUnitCV,UnitNameCV,WaterOrCalendarYear,YearMonth, TimeSeriesValueID , CountDays,CalenderYear,CumulativeMonthly
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","06/2008","1029","1","2008-06-01","618.84"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","07/2008","1030","1","2008-07-01","176.53"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","08/2008","1031","1","2008-08-01","422.48"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","09/2008","1032","1","2008-09-01","593.06"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","10/2009","1033","1","2008-10-01","555.4"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","11/2009","1034","1","2008-11-01","575.2"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","12/2009","1035","1","2008-12-01","529.6"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","01/2009","1036","1","2009-01-01","184.5"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","02/2009","1037","1","2009-02-01","166.6"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","03/2009","1038","1","2009-03-01","273.7"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","04/2009","1039","1","2009-04-01","416.5"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","05/2009","1040","1","2009-05-01","777.5"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","06/2009","1041","1","2009-06-01","1400.3"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","07/2009","1042","1","2009-07-01","317.4"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","08/2009","1043","1","2009-08-01","444.3"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","09/2009","1044","1","2009-09-01","81.3"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","10/2010","1045","1","2009-10-01","75.37"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","11/2010","1046","1","2009-11-01","59.5"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","12/2010","1047","1","2009-12-01","93.22"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","01/2010","1048","1","2010-01-01","61.49"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","02/2010","1049","1","2010-02-01","55.54"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","03/2010","1050","1","2010-03-01","222.15"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","04/2010","1051","1","2010-04-01","210.25"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","05/2010","1052","1","2010-05-01","565.29"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","06/2010","1053","1","2010-06-01","398.68"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","07/2010","1054","1","2010-07-01","184.46"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","08/2010","1055","1","2010-08-01","232.07"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","09/2010","1056","1","2010-09-01","222.15"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","10/2011","1057","1","2010-10-01","303.34"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","11/2011","1058","1","2010-11-01","297.52"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","12/2011","1059","1","2010-12-01","307.44"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","01/2011","1060","1","2011-01-01","307.44"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","02/2011","1061","1","2011-02-01","277.69"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","03/2011","1062","1","2011-03-01","261.82"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","04/2011","1063","1","2011-04-01","238.02"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","05/2011","1064","1","2011-05-01","295.54"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","06/2011","1065","1","2011-06-01","297.52"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","07/2011","1066","1","2011-07-01","307.44"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","08/2011","1067","1","2011-08-01","307.44"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","09/2011","1068","1","2011-09-01","297.52"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","10/2012","1069","1","2011-10-01","497.85"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","11/2012","1070","1","2011-11-01","436.36"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","12/2012","1071","1","2011-12-01","245.95"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","01/2012","1072","1","2012-01-01","245.95"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","02/2012","1073","1","2012-02-01","206.28"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","03/2012","1074","1","2012-03-01","216.2"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","04/2012","1075","1","2012-04-01","339.17"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","05/2012","1076","1","2012-05-01","466.12"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","06/2012","1077","1","2012-06-01","541.49"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","07/2012","1078","1","2012-07-01","117.02"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","08/2012","1079","1","2012-08-01","212.23"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","09/2012","1080","1","2012-09-01","176.53"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","10/2013","1081","1","2012-10-01","202.31"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","11/2013","1082","1","2012-11-01","166.61"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","12/2013","1083","1","2012-12-01","122.98"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","01/2013","1084","1","2013-01-01","122.98"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","02/2013","1085","1","2013-02-01","111.07"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","03/2013","1086","1","2013-03-01","122.98"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","04/2013","1087","1","2013-04-01","192.4"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","05/2013","1088","1","2013-05-01","325.29"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","06/2013","1089","1","2013-06-01","184.46"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","07/2013","1090","1","2013-07-01","87.27"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","08/2013","1091","1","2013-08-01","184.46"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","09/2013","1092","1","2013-09-01","182.48"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","10/2014","1093","1","2013-10-01","184.46"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","11/2014","1094","1","2013-11-01","178.51"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","12/2014","1095","1","2013-12-01","154.71"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","01/2014","1096","1","2014-01-01","122.98"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","02/2014","1097","1","2014-02-01","111.07"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","03/2014","1098","1","2014-03-01","190.41"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","04/2014","1099","1","2014-04-01","119.01"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","05/2014","1100","1","2014-05-01","249.92"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","06/2014","1101","1","2014-06-01","323.31"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","07/2014","1102","1","2014-07-01","126.94"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","08/2014","1103","1","2014-08-01","335.21"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","09/2014","1104","1","2014-09-01","109.09"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","10/2015","1105","1","2014-10-01","259.83"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","11/2015","1106","1","2014-11-01","208.26"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","12/2015","1107","1","2014-12-01","184.46"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","01/2015","1108","1","2015-01-01","85.29"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","02/2015","1109","1","2015-02-01","124.96"
"UDWRFlowData","Delivered volume per month","10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO","Cumulative","month","acre foot","WaterYear","03/2015","1110","1","2015-03-01","236.49"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","04/1989","1140","30","1989-04-30","206.28099173553719"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","05/1989","1171","31","1989-05-31","315.3719008264463"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","06/1989","1201","30","1989-06-30","533.5537190082644"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","07/1989","1232","31","1989-07-31","884.6280991735538"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","08/1989","1263","31","1989-08-31","801.3223140495868"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","09/1989","1293","30","1989-09-30","662.4793388429753"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","05/1990","1340","31","1990-05-31","307.43801652892563"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","06/1990","1370","30","1990-06-30","555.3719008264462"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","07/1990","1401","31","1990-07-31","608.9256198347108"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","08/1990","1432","31","1990-08-31","480.0000000000001"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","09/1990","1462","30","1990-09-30","297.5206611570248"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","05/1991","1508","31","1991-05-31","373.685950413223"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","06/1991","1538","30","1991-06-30","388.76033057851225"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","07/1991","1569","31","1991-07-31","372.297520661157"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","08/1991","1600","31","1991-08-31","345.1239669421488"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","09/1991","1630","30","1991-09-30","476.03305785123973"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","05/1992","1677","31","1992-05-31","382.8099173553719"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","06/1992","1707","30","1992-06-30","382.8099173553719"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","07/1992","1738","31","1992-07-31","412.56198347107437"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","08/1992","1769","31","1992-08-31","232.06611570247932"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","09/1992","1799","30","1992-09-30","146.77685950413223"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","05/1993","1846","31","1993-05-31","398.6776859504133"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","06/1993","1876","30","1993-06-30","499.83471074380157"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","07/1993","1907","31","1993-07-31","404.62809917355366"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","08/1993","1938","31","1993-08-31","485.95041322314046"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","09/1993","1968","30","1993-09-30","351.0743801652892"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","05/1994","2016","31","1994-05-31","307.43801652892563"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","06/1994","2046","30","1994-06-30","238.01652892561987"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","07/1994","2077","31","1994-07-31","269.75206611570246"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","08/1994","2108","31","1994-08-31","295.5371900826446"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","09/1994","2138","30","1994-09-30","297.5206611570248"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","05/1995","2185","31","1995-05-31","337.98347107438"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","06/1995","2215","30","1995-06-30","2439.272727272727"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","07/1995","2246","31","1995-07-31","2077.6859504132235"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","08/1995","2277","31","1995-08-31","420.297520661157"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","09/1995","2307","30","1995-09-30","4633.388429752066"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","10/1995","2338","31","1995-10-31","1395.768595041322"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","11/1995","2368","30","1995-11-30","1750.0165289256202"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","12/1995","2399","31","1995-12-31","2220.2975206611577"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","01/1996","2430","31","1996-01-31","2639.008264462809"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","02/1996","2459","29","1996-02-29","2848.4628099173556"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","03/1996","2490","31","1996-03-31","3450.0495867768605"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","04/1996","2520","30","1996-04-30","1917.4214876033052"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","05/1996","2551","31","1996-05-31","593.0578512396694"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","06/1996","2581","30","1996-06-30","688.2644628099173"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","07/1996","2612","31","1996-07-31","1017.5206611570248"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","08/1996","2643","31","1996-08-31","351.0743801652892"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","09/1996","2673","30","1996-09-30","249.91735537190078"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","05/1997","2720","31","1997-05-31","696.1983471074379"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","06/1997","2750","30","1997-06-30","795.3719008264462"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","07/1997","2781","31","1997-07-31","485.95041322314046"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","08/1997","2812","31","1997-08-31","71.40495867768595"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","09/1997","2842","30","1997-09-30","307.43801652892563"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","05/1998","2889","31","1998-05-31","358.21487603305775"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","06/1998","2919","30","1998-06-30","400.85950413223134"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","07/1998","2950","31","1998-07-31","426.2479338842977"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","08/1998","2981","31","1998-08-31","420.69421487603336"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","09/1998","3011","30","1998-09-30","402.0495867768592"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","10/1998","3042","31","1998-10-31","410.1818181818181"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","11/1998","3072","30","1998-11-30","391.7355371900825"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","12/1998","3103","31","1998-12-31","399.4710743801653"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","01/1999","3134","31","1999-01-31","393.520661157025"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","02/1999","3162","28","1999-02-28","350.2809917355372"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","03/1999","3193","31","1999-03-31","383.0082644628098"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","04/1999","3223","30","1999-04-30","436.3636363636364"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","05/1999","3254","31","1999-05-31","565.2892561983472"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","06/1999","3284","30","1999-06-30","1047.2727272727275"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","07/1999","3315","31","1999-07-31","678.3471074380166"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","08/1999","3346","31","1999-08-31","531.5702479338843"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","09/1999","3376","30","1999-09-30","632.7272727272727"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","05/2000","3423","31","2000-05-31","880.6611570247934"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","06/2000","3453","30","2000-06-30","535.5371900826445"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","07/2000","3484","31","2000-07-31","122.97520661157024"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","08/2000","3515","31","2000-08-31","382.8099173553719"
"IdahoWRA","Discharge","BEAR RIVER BL STEWART DAM","Average","day","cubic feet per second","CalenderYear","09/2000","3545","30","2000-09-30","466.11570247933884"
