4638.8	5215
4638.9	5242
4639.0	5270
4639.1	5297
4639.2	5325
4639.3	5353
4639.4	5381
4639.5	5409
4639.6	5437
4639.7	5465
4639.8	5493
4639.9	5521
4640.0	5549
4640.1	5578
4640.2	5606
4640.3	5634
4640.4	5663
4640.5	5692
4640.6	5720
4640.7	5749
4640.8	5778
4640.9	5807
4641.0	5836
4641.1	5865
4641.2	5894
4641.3	5923
4641.4	5952
4641.5	5981
4641.6	6011
4641.7	6040
4641.8	6070
4641.9	6099
4642.0	6129
4642.1	6159
4642.2	6188
4642.3	6218
4642.4	6248
4642.5	6278
4642.6	6308
4642.7	6338
4642.8	6368
4642.9	6399
4643.0	6429
4643.1	6459
4643.2	6490
4643.3	6520
4643.4	6550
4643.5	6581
4643.6	6611
4643.7	6642
4643.8	6672
4643.9	6703
4644.0	6734
4644.1	6765
4644.2	6795
4644.3	6826
4644.4	6857
4644.5	6888
4644.6	6919
4644.7	6950
4644.8	6981
4644.9	7012
4645.0	7043
4645.1	7075
4645.2	7106
4645.3	7137
4645.4	7169
4645.5	7200
4645.6	7231
4645.7	7263
4645.8	7294
4645.9	7326
4646.0	7358
4646.1	7389
4646.2	7421
4646.3	7453
4646.4	7485
4646.5	7517
4646.6	7549
4646.7	7581
4646.8	7613
4646.9	7645
4647.0	7677
4647.1	7709
4647.2	7741
4647.3	7773
4647.4	7806
4647.5	7838
4647.6	7870
4647.7	7903
4647.8	7935
4647.9	7968
4648.0	8000
4648.1	8033
4648.2	8066
4648.3	8099
4648.4	8131
4648.5	8164
4648.6	8197
4648.7	8230
4648.8	8263
4648.9	8296
4649.0	8329
4649.1	8362
4649.2	8395
4649.3	8429
4649.4	8462
4649.5	8495
4649.6	8529
4649.7	8562
4649.8	8596
4649.9	8629
4650.0	8663
4650.1	8696
4650.2	8730
4650.3	8764
4650.4	8798
4650.5	8832
4650.6	8865
4650.7	8899
4650.8	8933
4650.9	8967
4651.0	9002
4651.1	9036
4651.2	9070
4651.3	9104
4651.4	9138
4651.5	9173
4651.6	9207
4651.7	9242
4651.8	9276
4651.9	9311
4652.0	9345
4652.1	9380
4652.2	9415
4652.3	9449
4652.4	9484
4652.5	9519
4652.6	9554
4652.7	9589
4652.8	9624
4652.9	9659
4653.0	9694
4653.1	9729
4653.2	9765
4653.3	9800
4653.4	9835
4653.5	9871
4653.6	9906
4653.7	9942
4653.8	9978
4653.9	10014
4654.0	10049
4654.1	10085
4654.2	10121
4654.3	10157
4654.4	10193
4654.5	10229
4654.6	10266
4654.7	10302
4654.8	10338
4654.9	10375
4655.0	10411
4655.1	10448
4655.2	10484
4655.3	10521
4655.4	10558
4655.5	10594
4655.6	10631
4655.7	10668
4655.8	10705
4655.9	10742
4656.0	10779
4656.1	10816
4656.2	10854
4656.3	10891
4656.4	10928
4656.5	10966
4656.6	11003
4656.7	11041
4656.8	11078
4656.9	11116
4657.0	11154
4657.1	11192
4657.2	11230
4657.3	11268
4657.4	11306
4657.5	11344
4657.6	11382
4657.7	11420
4657.8	11458
4657.9	11497
4658.0	11535
4658.1	11574
4658.2	11612
4658.3	11651
4658.4	11689
4658.5	11728
4658.6	11767
4658.7	11806
4658.8	11845
4658.9	11884
4659.0	11923
4659.1	11962
4659.2	12001
4659.3	12040
4659.4	12079
4659.5	12119
4659.6	12158
4659.7	12198
4659.8	12237
4659.9	12277
4660.0	12316
4660.1	12356
4660.2	12396
4660.3	12436
4660.4	12476
4660.5	12515
4660.6	12556
4660.7	12596
4660.8	12636
4660.9	12676
4661.0	12716
4661.1	12757
4661.2	12797
4661.3	12837
4661.4	12878
4661.5	12919
4661.6	12959
4661.7	13000
4661.8	13041
4661.9	13082
4662.0	13123
4662.1	13163
4662.2	13205
4662.3	13246
4662.4	13287
4662.5	13328
4662.6	13369
4662.7	13411
4662.8	13452
4662.9	13493
4663.0	13535
4663.1	13577
4663.2	13618
4663.3	13660
4663.4	13702
4663.5	13744
4663.6	13786
4663.7	13828
4663.8	13870
4663.9	13912
4664.0	13954
4664.1	13996
4664.2	14039
4664.3	14081
4664.4	14124
4664.5	14166
4664.6	14209
4664.7	14251
4664.8	14294
4664.9	14337
4665.0	14380
4665.1	14423
4665.2	14466
4665.3	14509
4665.4	14552
4665.5	14595
4665.6	14638
4665.7	14682
4665.8	14725
4665.9	14768
4666.0	14812
4666.1	14855
4666.2	14899
4666.3	14943
4666.4	14987
4666.5	15030
4666.6	15074
4666.7	15118
4666.8	15162
4666.9	15206
4667.0	15251
4667.1	15295
4667.2	15339
4667.3	15384
4667.4	15428
4667.5	15472
4667.6	15517
4667.7	15562
4667.8	15606
4667.9	15651
4668.0	15696
4668.1	15740
4668.2	15785
4668.3	15830
4668.4	15875
4668.5	15920
4668.6	15965
4668.7	16010
4668.8	16055
4668.9	16100
4669.0	16145
4669.1	16190
4669.2	16235
4669.3	16280
4669.4	16325
4669.5	16371
4669.6	16416
4669.7	16461
4669.8	16507
4669.9	16552
4670.0	16597
4670.1	16643
4670.2	16688
4670.3	16734
4670.4	16780
4670.5	16825
4670.6	16871
4670.7	16917
4670.8	16962
4670.9	17008
4671.0	17054
4671.1	17100
4671.2	17146
4671.3	17192
4671.4	17238
4671.5	17284
4671.6	17330
4671.7	17376
4671.8	17422
4671.9	17468
4672.0	17514
4672.1	17561
4672.2	17607
4672.3	17653
4672.4	17700
4672.5	17746
