"WaDEData","Western States Water Use","Utah Data","ALLOCATION","Demand site","Node","DescriptorValues","Beneficial Use",,"WATER RESEARCH LAB. UTAH STATE UNIVERSITY 2",,,,"unitless","Power","Water Data Exchange Portal (WaDE)","WaDE-UDWR"
"WaDEData","Western States Water Use","Utah Data","ALLOCATION","Demand site","Node","DescriptorValues","Beneficial Use",,"WATER RESEARCH LAB. UTAH STATE UNIVERSITY 1",,,,"unitless","Power","Water Data Exchange Portal (WaDE)","WaDE-UDWR"
"WaDEData","Western States Water Use","Utah Data","ALLOCATION","Demand site","Node","NumericValues","Total Volume for Allocation*","Flow","WATER RESEARCH LAB. UTAH STATE UNIVERSITY 2",,,"84","AF/YEAR",,"Water Data Exchange Portal (WaDE)","WaDE-UDWR"
"WaDEData","Western States Water Use","Utah Data","ALLOCATION","Demand site","Node","NumericValues","Total Rate for Allocation","Flow","WATER RESEARCH LAB. UTAH STATE UNIVERSITY 1",,,"146","CFS",,"Water Data Exchange Portal (WaDE)","WaDE-UDWR"
