ElevationAttribute,ElevationUnit,VolumeAttribute,VolumeUnit,VolumeDateTimeStamp,ElevationValue,VolumeValue
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-01-01","4662.33","10246"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-01-02","4662.33","10246"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-01-03","4662.35","10254"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-01-04","4662.5","10316"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-01-05","4662.33","10246"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-01-06","4662.33","10246"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-01-07","4662.58","10349"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-01-08","4662.58","10349"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-01-09","4662.52","10324"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-01-10","4662.52","10324"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-01-11","4662.58","10349"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-01-12","4662.52","10324"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-01-13","4662.51","10320"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-01-14","4662.52","10324"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-01-15","4662.52","10324"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-01-16","4662.58","10349"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-01-17","4662.57","10344"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-01-18","4662.5","10316"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-01-19","4662.5","10316"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-01-20","4662.46","10299"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-01-21","4662.35","10254"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-01-22","4662.35","10254"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-01-23","4662.35","10254"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-01-24","4662.5","10316"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-01-25","4662.51","10320"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-01-26","4662.5","10316"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-01-27","4662.52","10324"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-01-28","4662.52","10324"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-01-29","4662.58","10349"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-01-30","4662.52","10324"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-01-31","4662.49","10311"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-02-01","4662.51","10320"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-02-02","4662.52","10324"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-02-03","4662.52","10324"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-02-04","4662.52","10324"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-02-05","4662.35","10254"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-02-06","4662.36","10258"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-02-07","4662.52","10324"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-02-08","4662.58","10349"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-02-09","4662.58","10349"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-02-10","4662.52","10324"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-02-11","4662.5","10316"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-02-12","4662.35","10254"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-02-13","4662.5","10316"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-02-14","4662.5","10316"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-02-15","4662.35","10254"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-02-16","4662.4","10274"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-02-17","4662.52","10324"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-02-18","4662.76","10423"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-02-19","4663.08","10556"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-02-20","4663.34","10664"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-02-21","4663.55","10752"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-02-22","4663.79","10853"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-02-23","4664.02","10950"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-02-24","4664.1","10984"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-02-25","4664.33","11081"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-02-26","4664.52","11162"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-02-27","4664.75","11260"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-02-28","4664.85","11303"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-03-01","4665.08","11402"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-03-02","4665.27","11483"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-03-03","4665.35","11518"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-03-04","4665.6","11626"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-03-05","4665.85","11734"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-03-06","4666.08","11834"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-03-07","4666.27","11917"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-03-08","4666.51","12022"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-03-09","4666.77","12136"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-03-10","4667.02","12247"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-03-11","4667.25","12348"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-03-12","4667.35","12393"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-03-13","4667.58","12495"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-03-14","4667.77","12580"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-03-15","4668","12682"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-03-16","4668.25","12794"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-03-17","4668.35","12839"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-03-18","4668.74","13014"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-03-19","4668.89","13082"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-03-20","4669.1","13176"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-03-21","4669.27","13253"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-03-22","4669.58","13393"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-03-23","4669.83","13507"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-03-24","4670.01","13589"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-03-25","4670.25","13698"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-03-26","4670.5","13812"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-03-27","4670.6","13858"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-03-28","4670.83","13963"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-03-29","4671","14041"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-03-30","4671.27","14165"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-03-31","4671.6","14316"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-04-01","4672","14501"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-04-02","4672.25","14616"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-04-03","4672.5","14732"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-04-04","4672.6","14779"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-04-05","4673.01","14969"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-04-06","4671.77","14395"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-04-07","4672.02","14510"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-04-08","4672.25","14616"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-04-09","4672.5","14732"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-04-10","4672.51","14737"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-04-11","4672.49","14728"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-04-12","4672.52","14741"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-04-13","4672.35","14663"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-04-14","4672.08","14538"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-04-15","4671.85","14431"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-04-16","4671.75","14385"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-04-17","4671.77","14395"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-04-18","4671.83","14422"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-04-19","4671.85","14431"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-04-20","4672","14501"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-04-21","4672.08","14538"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-04-22","4672.1","14547"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-04-23","4672.01","14505"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-04-24","4671.8","14408"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-04-25","4671.6","14316"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-04-26","4671.5","14270"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-04-27","4671.08","14077"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-04-28","4671.25","14155"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-04-29","4671.08","14077"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-04-30","4671.08","14077"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-05-01","4671.23","14146"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-05-02","4671.33","14192"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-05-03","4671.5","14270"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-05-04","4671.77","14395"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-05-05","4671.85","14431"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-05-06","4672.08","14538"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-05-07","4672.1","14547"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-05-08","4672.25","14616"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-05-09","4672.27","14626"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-05-10","4672.33","14653"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-05-11","4672.52","14741"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-05-12","4672.35","14663"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-05-13","4672.1","14547"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-05-14","4672.02","14510"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-05-15","4671.85","14431"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-05-16","4671.85","14431"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-05-17","4671.85","14431"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-05-18","4672.26","14621"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-05-19","4672.34","14658"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-05-20","4672.33","14653"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-05-21","4672.33","14653"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-05-22","4672.5","14732"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-05-23","4672.33","14653"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-05-24","4672.35","14663"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-05-25","4672.25","14616"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-05-26","4672.08","14538"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-05-27","4672.03","14515"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-05-28","4672.08","14538"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-05-29","4672.21","14598"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-05-30","4672.25","14616"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-05-31","4672.25","14616"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-06-01","4672.31","14644"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-06-02","4672.27","14626"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-06-03","4672.33","14653"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-06-04","4672.26","14621"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-06-05","4672.1","14547"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-06-06","4672.04","14519"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-06-07","4672.1","14547"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-06-08","4672.01","14505"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-06-09","4671.84","14427"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-06-10","4672","14501"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-06-11","4672.07","14533"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-06-12","4672.06","14528"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-06-13","4672.02","14510"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-06-14","4672.03","14515"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-06-15","4672.08","14538"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-06-16","4672.3","14639"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-06-17","4672.35","14663"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-06-18","4672.27","14626"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-06-19","4672.08","14538"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-06-20","4672.03","14515"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-06-21","4671.77","14395"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-06-22","4672.05","14524"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-06-23","4671.65","14339"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-06-24","4671.56","14298"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-06-25","4671.35","14201"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-06-26","4671.37","14210"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-06-27","4670.96","14022"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-06-28","4670.66","13885"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-06-29","4670.39","13762"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-06-30","4669.93","13552"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-07-01","4669.64","13421"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-07-02","4669.53","13371"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-07-03","4669.59","13398"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-07-04","4669.53","13371"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-07-05","4669.36","13294"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-07-06","4669.38","13303"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-07-07","4669.01","13136"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-07-08","4668.46","12888"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-07-09","4668.02","12691"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-07-10","4667.65","12526"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-07-11","4667.22","12335"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-07-12","4666.79","12145"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-07-13","4666.43","11987"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-07-14","4666.04","11817"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-07-15","4665.49","11578"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-07-16","4664.91","11329"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-07-17","4664.43","11124"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-07-18","4664.04","10959"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-07-19","4663.75","10836"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-07-20","4663.07","10552"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-07-21","4662.61","10361"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-07-22","4662.25","10213"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-07-23","4661.97","10098"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-07-24","4661.49","9902"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-07-25","4661.05","9724"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-07-26","4660.7","9584"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-07-27","4660.15","9364"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-07-28","4659.76","9209"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-07-29","4659.67","9174"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-07-30","4659.15","8969"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-07-31","4658.91","8875"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-08-01","4658.46","8700"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-08-02","4658.15","8580"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-08-03","4658.03","8534"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-08-04","4657.55","8351"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-08-05","4657.22","8225"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-08-06","4656.99","8138"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-08-07","4656.56","7976"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-08-08","4656.28","7871"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-08-09","4655.95","7749"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-08-10","4655.45","7564"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-08-11","4654.93","7374"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-08-12","4654.44","7196"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-08-13","4653.92","7009"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-08-14","4653.28","6781"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-08-15","4652.7","6577"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-08-16","4652.07","6358"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-08-17","4651.51","6165"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-08-18","4650.98","5983"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-08-19","4650.49","5817"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-08-20","4650.03","5662"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-08-21","4649.5","5484"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-08-22","4649.08","5345"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-08-23","4648.69","5216"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-08-24","4648.3","5088"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-08-25","4647.94","4970"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-08-26","4647.58","4853"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-08-27","4647.19","4727"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-08-28","4646.81","4605"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-08-29","4646.55","4522"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-08-30","4646.29","4439"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-08-31","4646.13","4388"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-09-01","4645.91","4319"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-09-02","4645.69","4249"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-09-03","4645.48","4183"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-09-04","4645.31","4130"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-09-05","4645.13","4073"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-09-06","4645","4033"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-09-07","4644.82","3977"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-09-08","4644.65","3924"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-09-09","4644.53","3887"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-09-10","4644.41","3849"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-09-11","4644.32","3822"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-09-12","4644.23","3794"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-09-13","4644.09","3751"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-09-14","4643.95","3708"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-09-15","4643.86","3680"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-09-16","4643.75","3647"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-09-17","4643.65","3616"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-09-18","4643.55","3585"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-09-19","4643.27","3500"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-09-20","4643.37","3531"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-09-21","4643.31","3512"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-09-22","4643.24","3491"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-09-23","4643.18","3473"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-09-24","4643.1","3449"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-09-25","4643","3418"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-09-26","4642.87","3379"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-09-27","4642.77","3349"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-09-28","4642.66","3316"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-09-29","4642.56","3285"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-09-30","4642.47","3258"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-01","4642.37","3229"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-02","4642.28","3202"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-03","4642.19","3175"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-04","4642.12","3154"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-05","4642.11","3151"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-06","4642.29","3205"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-07","4642.54","3279"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-08","4642.82","3364"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-09","4643.08","3442"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-10","4643.36","3528"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-11","4643.66","3619"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-12","4643.94","3705"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-13","4644.2","3785"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-14","4644.49","3874"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-15","4644.76","3958"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-16","4644.92","4008"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-17","4645.08","4058"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-18","4645.25","4111"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-19","4645.51","4192"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-20","4645.74","4265"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-21","4646","4347"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-22","4646.26","4430"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-23","4646.56","4525"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-24","4646.98","4660"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-25","4647.64","4873"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-26","4648.03","4999"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-27","4648.38","5114"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-28","4648.68","5213"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-29","4648.96","5305"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-30","4649.27","5408"
