ElevationAttribute,ElevationUnit,VolumeAttribute,VolumeUnit,VolumeDateTimeStamp,ElevationValue,VolumeValue
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-05-16","4665.89","11751"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-05-17","4665.55","11604"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-05-18","4665.12","11419"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-05-19","4664.95","11346"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-05-20","4665.07","11397"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-05-21","4664.77","11269"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-05-22","4664.72","11247"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-05-23","4664.83","11294"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-05-24","4665.59","11621"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-05-25","4665.42","11548"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-05-26","4665.23","11466"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-05-27","4664.92","11333"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-05-28","4664.63","11209"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-05-29","4665","11367"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-05-30","4666.34","11948"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-05-31","4666.1","11843"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-06-01","4665.43","11552"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-06-02","4665.07","11397"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-06-03","4664.59","11192"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-06-04","4664.13","10997"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-06-05","4663.76","10841"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-06-06","4664.99","11363"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-06-07","4666.59","12057"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-06-08","4667.9","12638"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-06-09","4668.92","13095"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-06-10","4668.89","13082"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-06-11","4668.97","13118"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-06-12","4669.42","13321"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-06-13","4669.66","13430"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-06-14","4669.76","13475"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-06-15","4669.83","13507"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-06-16","4670.45","13789"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-06-17","4670.89","13990"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-06-18","4671.49","14266"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-06-19","4672.42","14695"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-06-20","4672.72","14834"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-06-21","4672.61","14783"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-06-22","4672.38","14677"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-06-23","4671.68","14353"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-06-24","4672.96","14946"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-06-25","4672.84","14890"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-06-26","4672.62","14788"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-06-27","4672.3","14639"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-06-28","4672.08","14538"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-06-29","4672.17","14579"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-06-30","4672.41","14690"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-07-01","4672.35","14663"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-07-02","4672.03","14515"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-07-03","4671.84","14427"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-07-04","4672.33","14653"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-07-05","4672.86","14899"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-07-06","4672.95","14941"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-07-07","4673.04","14983"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-07-08","4673.25","15081"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-07-09","4673.29","15100"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-07-10","4673.2","15058"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-07-11","4672.98","14955"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-07-12","4672.98","14955"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-07-13","4673.07","14997"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-07-14","4673.04","14981"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-07-15","4673.01","14969"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-07-16","4672.81","14876"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-07-17","4672.62","14788"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-07-18","4672.68","14816"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-07-19","4672.94","14937"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-07-20","4672.98","14955"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-07-21","4672.8","14872"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-07-22","4672.71","14830"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-07-23","4672.7","14825"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-07-24","4672.47","14718"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-07-25","4672.32","14649"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-07-26","4672.17","14579"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-07-27","4672.2","14593"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-07-28","4672.06","14528"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-07-29","4671.89","14450"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-07-30","4671.66","14344"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-07-31","4671.58","14307"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-08-01","4671.56","14300"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-08-02","4671.55","14293"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-08-03","4671.54","14286"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-08-04","4671.52","14279"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-08-05","4671.5","14273"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-08-06","4671.49","14266"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-08-07","4671.48","14259"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-08-08","4671.46","14252"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-08-09","4671.44","14245"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-08-10","4671.43","14238"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-08-11","4671.42","14231"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-08-12","4671.4","14224"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-08-13","4671.38","14214"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-08-14","4671.36","14204"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-08-15","4671.33","14194"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-08-16","4671.31","14183"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-08-17","4671.29","14173"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-08-18","4671.27","14163"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-08-19","4671.24","14153"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-08-20","4671.22","14143"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-08-21","4671.2","14132"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-08-22","4671.2","14132"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-08-23","4670.9","13995"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-08-24","4670.83","13961"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-08-25","4670.75","13926"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-08-26","4670.67","13892"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-08-27","4670.6","13858"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-08-28","4670.27","13706"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-08-29","4669.93","13554"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-08-30","4669.6","13403"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-08-31","4669.27","13252"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-09-01","4668.93","13101"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-09-02","4668.6","12951"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-09-03","4668.7","12996"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-09-04","4668.8","13041"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-09-05","4668.9","13086"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-09-06","4669","13131"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-09-07","4669.1","13176"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-09-08","4669.2","13221"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-09-09","4669.2","13221"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-09-10","4666.46","12000"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-09-11","4666.38","11965"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-09-12","4667.61","12508"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-09-13","4667.27","12357"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-09-14","4667.27","12357"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-09-15","4667.17","12313"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-09-16","4668.69","12992"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-09-17","4669.03","13145"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-09-18","4668.58","12942"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-09-19","4668.3","12816"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-09-20","4668.88","13077"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-09-21","4668.75","13019"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-09-22","4668.4","12861"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-09-23","4668.55","12929"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-09-24","4668.71","13001"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-09-25","4668.17","12758"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-09-26","4669.04","13149"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-09-27","4668.9","13086"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-09-28","4668.85","13064"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-09-29","4669.06","13158"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-09-30","4668.78","13032"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-10-01","4669.25","13244"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-10-02","4669.72","13457"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-10-03","4670.05","13607"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-10-04","4670.44","13785"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-10-05","4670.64","13876"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-10-06","4670.53","13826"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-10-07","4670.36","13748"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-10-08","4670.2","13675"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-10-09","4670.02","13593"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-10-10","4669.82","13502"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-10-11","4669.64","13421"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-10-12","4669.46","13339"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-10-13","4669.04","13149"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-10-14","4668.23","12785"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-10-15","4667.48","12450"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-10-16","4666.83","12163"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-10-17","4666.26","11913"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-10-18","4665.7","11669"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-10-19","4665.16","11436"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-10-20","4664.7","11239"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-10-21","4664.28","11060"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-10-22","4663.9","10900"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-10-23","4663.56","10757"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-10-24","4663.27","10635"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-10-25","4663.08","10556"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-10-26","4662.91","10485"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-10-27","4662.73","10411"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-10-28","4662.63","10369"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-10-29","4662.52","10324"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-10-30","4662.41","10278"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-10-31","4662.33","10246"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-11-01","4662.31","10237"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-11-02","4662.29","10229"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-11-03","4662.27","10221"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-11-04","4662.24","10209"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-11-05","4662.22","10200"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-11-06","4662.2","10192"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-11-07","4662.18","10184"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-11-08","4662.16","10176"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-11-09","4662.14","10168"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-11-10","4662.12","10159"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-11-11","4662.1","10151"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-11-12","4662.07","10139"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-11-13","4662.05","10131"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-11-14","4662.03","10122"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-11-15","4662.01","10114"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-11-16","4661.99","10106"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-11-17","4661.97","10098"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-11-18","4661.95","10090"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-11-19","4661.92","10077"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-11-20","4661.9","10069"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-11-21","4661.88","10061"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-11-22","4661.86","10053"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-11-23","4661.84","10045"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-11-24","4661.82","10037"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-11-25","4661.8","10029"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-11-26","4661.78","10020"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-11-27","4661.75","10008"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-11-28","4661.73","10000"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-11-29","4661.71","9992"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-11-30","4661.69","9984"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-01","4661.67","9976"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-02","4661.65","9967"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-03","4661.63","9959"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-04","4661.6","9947"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-05","4661.58","9939"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-06","4661.56","9931"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-07","4661.54","9923"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-08","4661.52","9915"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-09","4661.5","9906"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-10","4661.48","9898"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-11","4661.45","9886"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-12","4661.43","9878"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-13","4661.41","9870"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-14","4661.39","9862"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-15","4661.37","9854"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-16","4661.35","9846"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-17","4661.33","9838"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-18","4661.31","9829"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-19","4661.28","9817"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-20","4661.26","9809"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-21","4661.24","9801"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-22","4661.22","9793"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-23","4661.28","9817"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-24","4661.28","9817"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-25","4661.27","9813"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-26","4661.25","9805"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-27","4661.22","9793"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-28","4661.16","9769"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-29","4661.01","9708"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-30","4660.97","9692"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-31","4660.92","9672"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-01","4661.06","9728"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-02","4661.06","9728"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-03","4660.98","9696"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-04","4661","9704"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-05","4660.97","9692"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-06","4660.95","9684"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-07","4661.06","9728"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-08","4661.06","9728"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-09","4661.12","9753"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-10","4661.08","9736"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-11","4661.2","9785"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-12","4661.28","9817"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-13","4661.23","9797"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-14","4661.17","9773"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-15","4661.04","9720"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-16","4661.32","9833"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-17","4661.28","9817"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-18","4661.16","9769"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-19","4661.83","10041"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-20","4662.5","10316"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-21","4663.06","10548"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-22","4662.85","10460"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-23","4662.5","10316"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-24","4662.26","10217"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-25","4661.91","10073"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-26","4662.06","10135"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-27","4662.09","10147"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-28","4661.91","10073"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-29","4661.72","9996"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-30","4661.54","9923"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-31","4661.47","9894"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-02-01","4661.41","9870"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-02-02","4661.41","9870"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-02-03","4661.39","9862"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-02-04","4661.41","9870"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-02-05","4661.45","9886"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-02-06","4661.48","9898"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-02-07","4661.47","9894"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-02-08","4661.44","9882"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-02-09","4661.41","9870"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-02-10","4661.42","9874"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-02-11","4661.64","9963"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-02-12","4662.02","10118"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-02-13","4662.38","10266"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-02-14","4662.75","10419"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-02-15","4663.13","10577"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-02-16","4663.51","10736"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-02-17","4663.83","10870"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-02-18","4664.16","11009"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-02-19","4664.61","11200"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-02-20","4664.89","11320"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-02-21","4665.13","11423"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-02-22","4665.85","11734"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-02-23","4666.49","12013"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-02-24","4666.82","12158"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-02-25","4667.22","12335"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-02-26","4667.55","12482"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-02-27","4667.8","12593"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-02-28","4668.18","12763"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-02-29","4668.53","12920"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-03-01","4668.92","13095"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-03-02","4669.3","13267"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-03-03","4669.52","13366"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-03-04","4669.79","13489"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-03-05","4670.08","13621"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-03-06","4670.59","13853"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-03-07","4670.82","13958"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-03-08","4670.93","14009"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-03-09","4670.92","14004"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-03-10","4670.73","13917"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-03-11","4670.63","13871"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-03-12","4670.57","13844"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-03-13","4670.56","13839"
