ObjectTypes,InstanceName,ScenarioName, MultiAttributeName,AttributeDataTypeCV,AttributeName,AttributeNameCV,AttributeNameUnitName,Value,ValueOrder
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4602.0","1"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4602.1","2"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4602.2","3"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4602.3","4"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4602.4","5"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4602.5","6"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4602.6","7"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4602.7","8"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4602.8","9"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4602.9","10"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4603.0","11"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4603.1","12"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4603.2","13"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4603.3","14"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4603.4","15"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4603.5","16"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4603.6","17"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4603.7","18"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4603.8","19"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4603.9","20"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4604.0","21"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4604.1","22"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4604.2","23"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4604.3","24"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4604.4","25"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4604.5","26"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4604.6","27"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4604.7","28"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4604.8","29"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4604.9","30"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4605.0","31"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4605.1","32"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4605.2","33"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4605.3","34"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4605.4","35"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4605.5","36"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4605.6","37"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4605.7","38"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4605.8","39"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4605.9","40"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4606.0","41"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4606.1","42"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4606.2","43"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4606.3","44"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4606.4","45"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4606.5","46"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4606.6","47"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4606.7","48"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4606.8","49"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4606.9","50"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4607.0","51"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4607.1","52"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4607.2","53"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4607.3","54"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4607.4","55"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4607.5","56"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4607.6","57"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4607.7","58"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4607.8","59"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4607.9","60"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4608.0","61"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4608.1","62"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4608.2","63"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4608.3","64"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4608.4","65"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4608.5","66"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4608.6","67"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4608.7","68"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4608.8","69"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4608.9","70"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4609.0","71"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4609.1","72"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4609.2","73"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4609.3","74"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4609.4","75"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4609.5","76"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4609.6","77"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4609.7","78"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4609.8","79"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4609.9","80"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4610.0","81"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4610.1","82"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4610.2","83"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4610.3","84"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4610.4","85"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4610.5","86"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4610.6","87"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4610.7","88"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4610.8","89"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4610.9","90"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4611.0","91"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4611.1","92"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4611.2","93"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4611.3","94"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4611.4","95"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4611.5","96"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4611.6","97"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4611.7","98"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4611.8","99"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4611.9","100"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4612.0","101"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4612.1","102"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4612.2","103"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4612.3","104"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4612.4","105"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4612.5","106"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4612.6","107"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4612.7","108"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4612.8","109"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4612.9","110"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4613.0","111"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4613.1","112"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4613.2","113"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4613.3","114"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4613.4","115"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4613.5","116"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4613.6","117"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4613.7","118"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4613.8","119"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4613.9","120"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4614.0","121"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4614.1","122"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4614.2","123"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4614.3","124"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4614.4","125"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4614.5","126"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4614.6","127"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4614.7","128"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4614.8","129"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4614.9","130"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4615.0","131"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4615.1","132"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4615.2","133"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4615.3","134"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4615.4","135"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4615.5","136"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4615.6","137"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4615.7","138"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4615.8","139"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4615.9","140"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4616.0","141"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4616.1","142"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4616.2","143"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4616.3","144"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4616.4","145"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4616.5","146"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4616.6","147"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4616.7","148"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4616.8","149"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4616.9","150"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4617.0","151"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4617.1","152"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4617.2","153"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4617.3","154"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4617.4","155"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4617.5","156"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4617.6","157"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4617.7","158"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4617.8","159"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4617.9","160"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4618.0","161"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4618.1","162"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4618.2","163"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4618.3","164"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4618.4","165"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4618.5","166"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4618.6","167"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4618.7","168"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4618.8","169"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4618.9","170"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4619.0","171"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4619.1","172"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4619.2","173"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4619.3","174"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4619.4","175"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4619.5","176"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4619.6","177"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4619.7","178"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4619.8","179"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4619.9","180"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4620.0","181"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4620.1","182"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4620.2","183"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4620.3","184"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4620.4","185"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4620.5","186"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4620.6","187"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4620.7","188"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4620.8","189"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4620.9","190"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4621.0","191"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4621.1","192"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4621.2","193"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4621.3","194"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4621.4","195"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4621.5","196"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4621.6","197"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4621.7","198"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4621.8","199"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4621.9","200"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4622.0","201"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4622.1","202"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4622.2","203"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4622.3","204"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4622.4","205"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4622.5","206"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4622.6","207"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4622.7","208"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4622.8","209"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4622.9","210"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4623.0","211"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4623.1","212"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4623.2","213"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4623.3","214"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4623.4","215"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4623.5","216"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4623.6","217"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4623.7","218"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4623.8","219"
"Reservoir","Hyrum Reservoir","Base case","Total Capacity Table","MultiAttributeSeries","Elevation","Elevation","foot","4623.9","220"
