1922,1,7459
1922,2,30781
1922,3,22814
1922,4,30095
1922,5,21431
1922,6,7973
1922,7,-8244
1922,8,-4238
1922,9,-11415
1922,10,-7175
1922,11,5339
1922,12,8122
1923,1,15317
1923,2,12620
1923,3,21963
1923,4,28687
1923,5,28124
1923,6,32922
1923,7,8941
1923,8,-12485
1923,9,579
1923,10,8895
1923,11,-1009
1923,12,8103
1924,1,5858
1924,2,14345
1924,3,21145
1924,4,15047
1924,5,9307
1924,6,-2795
1924,7,-7865
1924,8,-15889
1924,9,-22890
1924,10,2296
1924,11,-21337
1924,12,13314
1925,1,12869
1925,2,13552
1925,3,27494
1925,4,19005
1925,5,25497
1925,6,8151
1925,7,-7982
1925,8,-19944
1925,9,-7513
1925,10,-25229
1925,11,-9567
1925,12,-5891
1926,1,5851
1926,2,14498
1926,3,29062
1926,4,16573
1926,5,8839
1926,6,-17738
1926,7,-18149
1926,8,-14480
1926,9,-26660
1926,10,-14206
1926,11,-10011
1926,12,-18271
1927,1,17214
1927,2,18787
1927,3,34452
1927,4,18242
1927,5,21227
1927,6,14629
1927,7,-21774
1927,8,-29403
1927,9,1702
1927,10,-8749
1927,11,980
1927,12,121
1928,1,-1940
1928,2,5496
1928,3,35486
1928,4,13775
1928,5,19523
1928,6,21595
1928,7,-18659
1928,8,-25075
1928,9,-32960
1928,10,10982
1928,11,-5992
1928,12,7891
1929,1,11569
1929,2,13634
1929,3,26712
1929,4,35587
1929,5,17428
1929,6,11739
1929,7,-16136
1929,8,-14115
1929,9,-6183
1929,10,-17284
1929,11,-17663
1929,12,-230
1930,1,6999
1930,2,13667
1930,3,22098
1930,4,21274
1930,5,14952
1930,6,-8137
1930,7,-21021
1930,8,1005
1930,9,-18310
1930,10,-6082
1930,11,-15194
1930,12,-5464
1931,1,7461
1931,2,7348
1931,3,15012
1931,4,12640
1931,5,2100
1931,6,-19945
1931,7,-34933
1931,8,-25943
1931,9,-24721
1931,10,-9034
1931,11,-13129
1931,12,5694
1932,1,12076
1932,2,13232
1932,3,18492
1932,4,38627
1932,5,9982
1932,6,18128
1932,7,-859
1932,8,-17651
1932,9,-24365
1932,10,-14545
1932,11,-7310
1932,12,-5521
1933,1,7828
1933,2,11770
1933,3,6435
1933,4,27382
1933,5,23172
1933,6,6498
1933,7,-22506
1933,8,-34351
1933,9,-25770
1933,10,-12689
1933,11,-13984
1933,12,3695
1934,1,3393
1934,2,7870
1934,3,6882
1934,4,-2999
1934,5,-7870
1934,6,-26175
1934,7,-24492
1934,8,-28098
1934,9,-38206
1934,10,-13413
1934,11,1683
1934,12,516
1935,1,-1488
1935,2,14595
1935,3,12722
1935,4,24983
1935,5,2493
1935,6,8892
1935,7,-23270
1935,8,-27218
1935,9,-33292
1935,10,-17530
1935,11,-7224
1935,12,-885
1936,1,14569
1936,2,22151
1936,3,14066
1936,4,35118
1936,5,33540
1936,6,27707
1936,7,-10811
1936,8,-8288
1936,9,-21906
1936,10,-2826
1936,11,5113
1936,12,2572
1937,1,4215
1937,2,11430
1937,3,17447
1937,4,28436
1937,5,32365
1937,6,10046
1937,7,736
1937,8,-31872
1937,9,-24233
1937,10,-8077
1937,11,-1912
1937,12,3941
1938,1,-61
1938,2,5172
1938,3,23887
1938,4,25498
1938,5,27611
1938,6,7941
1938,7,-9262
1938,8,-23026
1938,9,-13679
1938,10,-16723
1938,11,-11286
1938,12,341
1939,1,8444
1939,2,8691
1939,3,22207
1939,4,14042
1939,5,13102
1939,6,-14919
1939,7,-21810
1939,8,-25834
1939,9,-16256
1939,10,-16576
1939,11,-12995
1939,12,-2339
1940,1,3215
1940,2,7490
1940,3,14068
1940,4,2658
1940,5,-7868
1940,6,-21975
1940,7,-26938
1940,8,-33967
1940,9,-6150
1940,10,-5120
1940,11,-10401
1940,12,297
1941,1,2385
1941,2,3236
1941,3,15472
1941,4,9292
1941,5,8391
1941,6,-18614
1941,7,6493
1941,8,-17300
1941,9,-24458
1941,10,-3006
1941,11,-6454
1941,12,-141
1942,1,1989
1942,2,13265
1942,3,19274
1942,4,18957
1942,5,15448
1942,6,-3459
1942,7,-29398
1942,8,-18736
1942,9,-15358
1942,10,-9931
1942,11,-7825
1942,12,-4582
1943,1,1845
1943,2,10605
1943,3,36640
1943,4,37269
1943,5,24076
1943,6,23701
1943,7,-11316
1943,8,-20054
1943,9,-21245
1943,10,-12664
1943,11,-6371
1943,12,-3698
1944,1,4509
1944,2,11978
1944,3,20067
1944,4,33556
1944,5,16207
1944,6,12988
1944,7,-26325
1944,8,-35777
1944,9,-22953
1944,10,-13995
1944,11,-2027
1944,12,-4017
1945,1,2383
1945,2,8303
1945,3,10976
1945,4,15547
1945,5,20454
1945,6,18445
1945,7,-6737
1945,8,-20251
1945,9,-19622
1945,10,-8443
1945,11,11041
1945,12,4849
1946,1,9142
1946,2,7760
1946,3,27113
1946,4,41004
1946,5,35714
1946,6,4943
1946,7,-17865
1946,8,-8995
1946,9,-22540
1946,10,-9187
1946,11,-2687
1946,12,14250
1947,1,-334
1947,2,19179
1947,3,20144
1947,4,5583
1947,5,23969
1947,6,16805
1947,7,-5232
1947,8,-7823
1947,9,-13055
1947,10,-18057
1947,11,-9171
1947,12,-948
1948,1,7925
1948,2,12149
1948,3,12218
1948,4,13018
1948,5,20180
1948,6,18596
1948,7,-10095
1948,8,-25463
1948,9,-20334
1948,10,-22154
1948,11,-8990
1948,12,702
1949,1,19858
1949,2,13146
1949,3,19583
1949,4,3402
1949,5,29888
1949,6,10563
1949,7,-486
1949,8,-31985
1949,9,-27237
1949,10,8791
1949,11,86
1949,12,-2680
1950,1,21136
1950,2,13906
1950,3,31377
1950,4,9680
1950,5,39160
1950,6,16454
1950,7,7949
1950,8,11239
1950,9,-13427
1950,10,1781
1950,11,9405
1950,12,7115
1951,1,6919
1951,2,20017
1951,3,10049
1951,4,4584
1951,5,38109
1951,6,17380
1951,7,3343
1951,8,-4766
1951,9,-28113
1951,10,-9304
1951,11,3263
1951,12,7770
1952,1,9942
1952,2,16856
1952,3,17871
1952,4,13028
1952,5,28284
1952,6,8612
1952,7,-2746
1952,8,-9826
1952,9,-16883
1952,10,-26910
1952,11,-14015
1952,12,3468
1953,1,12438
1953,2,13353
1953,3,11027
1953,4,5965
1953,5,18711
1953,6,7357
1953,7,-5758
1953,8,-33842
1953,9,-19898
1953,10,-13906
