Date, UserID, Scenario, Branch, Variable, Action, NewValue, OldValue, ChangeID, ScenarioID, BranchID, VariableID, NewValue, OldValue
2015/01/03 14:54:41,AMA,,,,Area saved,,,   4,0,0,0,,
2015/01/03 15:11:50,AMA,,,FullExtentTop,Area-wide setting changed,42.8940586583343,42.4843465831276,   15,0,0,834,42.8940586583343,42.4843465831276
2015/01/03 15:11:50,AMA,,,FullExtentLeft,Area-wide setting changed,-112.734034978917,-112.293997962947,   15,0,0,835,-112.734034978917,-112.293997962947
2015/01/03 15:11:50,AMA,,,FullExtentRight,Area-wide setting changed,-110.257801833147,-110.804431666651,   15,0,0,837,-110.257801833147,-110.804431666651
2015/01/03 15:11:50,AMA,,,FullExtentBottom,Area-wide setting changed,40.6064128051233,41.2785072004115,   15,0,0,836,40.6064128051233,41.2785072004115
2015/01/03 15:11:57,AMA,,,,Area saved,,,   4,0,0,0,,
2015/01/03 15:12:48,AMA,Current Accounts,Onida Reservoir,,Create Reservoir,,,   5,1,79,4,,
2015/01/03 15:12:48,AMA,Current Accounts,Onida Reservoir,,Change Active in Current Accounts?,Yes,,   6,1,79,0,Yes,
2015/01/03 15:12:49,AMA,Current Accounts,Below Onida Reservoir,,Create River Reach,,,   5,1,80,16,,
2015/01/03 15:19:05,AMA,,,,Area saved,,,   4,0,0,0,,
2015/01/03 16:42:59,AMA,,,,Area saved,,,   4,0,0,0,,
2015/01/03 16:53:03,AMA,Current Accounts,,,Delete Diversion,0,0,   13,1,84,15,0,0
2015/01/03 17:10:25,AMA,,,,Area saved,,,   4,0,0,0,,
2015/02/27 16:07:21,AAA,,,,Area directory changed,LowerBearRiverFeb2015_V0,LowerBearRiver2015,   3,0,0,0,LowerBearRiverFeb2015_V0,LowerBearRiver2015
2015/02/27 16:13:12,AAA,,,,Area saved,,,   4,0,0,0,,
2015/02/27 16:27:29,AAA,,,,Area saved,,,   4,0,0,0,,
2015/02/27 16:44:21,AAA,,,,Area saved,,,   4,0,0,0,,
2015/02/27 16:46:28,AAA,,,,Area saved,,,   4,0,0,0,,
2015/03/12 17:53:13,AHA,Current Accounts,Idaho,,Create Reservoir,,,   5,1,84,4,,
2015/03/12 17:53:13,AHA,Current Accounts,Idaho,,Change Active in Current Accounts?,Yes,,   6,1,84,0,Yes,
2015/03/12 17:53:13,AHA,Current Accounts,Supply and Resources\Local Reservoirs,Priority,New expression,10,,   1,1,186,312,10,
2015/03/12 17:54:19,AHA,Current Accounts,MillCreek,,Create Reservoir,,,   5,1,85,4,,
