Name,Type,Latitude,Longitude
EXT_FRESN,Urban Demand,36.7488921397071,-119.824156576421
HNP401,Junction,36.7452931106124,-119.824156576421
HP401,Junction,36.7506915909542,-119.815173423579
HXI401,Junction,36.7506915909542,-119.824156576421
INT_FRESN,Urban Demand,36.7488921397071,-119.815173423579
U401,Junction,36.752491,-119.819665
WTP401,Water Treatment,36.7542903668439,-119.812927635369
WWP401,Water Treatment,36.7452931106124,-119.819665
A402A,Junction,36.425433,-120.201716
A402B,Junction,36.363452,-120.220078
CVPM14AG,Agricultural Demand,36.4218188573799,-120.206207576421
CVPM14AS,Agricultural Demand,36.4218188573799,-120.197224423579
CVPM14BG,Agricultural Demand,36.3598349744742,-120.224569576421
CVPM14BS,Agricultural Demand,36.3598349744742,-120.215586423579
C75,Junction,35.917365,-119.92026
D613,Junction,36.746234,-120.424322
D747,Junction,36.55144,-120.42588
D749,Junction,36.360416,-120.252512
D750,Junction,36.233473,-120.068276
D751,Junction,36.170419,-120.05027
D845,Junction,35.853486,-119.89229
GW_14,Groundwater Storage,36.399747,-120.206092
HGP14,Junction,36.405866,-120.23003
HGR14,Junction,36.377795,-120.116577
HSD402A,Junction,36.493151,-120.292076
HSD402B,Junction,36.44817,-120.312823
HSU402AD74,Junction,36.440585,-120.272606
HSU404AN9,Junction,36.311367,-119.917198
HSUR303,Junction,36.7664279999999,-120.391923
HU402A,Junction,36.45894,-120.17798
HU402B,Junction,36.34375,-120.169796
PMP_Badger,Pump Plant,35.83651,-119.943413
PMP_LPeril,Pump Plant,35.845067,-119.909112
Ext_CVPM14,Urban Demand,36.2003045740989,-120.106749576421
HNP402,Junction,36.1966799803845,-120.106749576421
HP402,Junction,36.2021168080265,-120.097766423579
HXI402,Junction,36.2021168080265,-120.106749576421
INT_CVPM14,Urban Demand,36.2003045740989,-120.097766423579
U402,Junction,36.203929,-120.102258
WTP402,Water Treatment,36.2057411500185,-120.095520635369
WWP402,Junction,36.1966799803845,-120.102258
EXT_CVPM15,Urban Demand,36.2583422631315,-119.896453576421
INT_CVPM15,Urban Demand,36.2583422631315,-119.887470423579
U404,Junction,36.261964,-119.891962
C103,Junction,34.913763,-118.787793
C51,Junction,36.816849,-119.383159
C53,Junction,36.816849,-119.383159
SR_ISB,Surface Storage,35.647348,-118.481225
SR_PNF,Surface Storage,36.832949,-119.325957
SR_SCC,Surface Storage,36.060951,-118.922931
SR_TRM,Surface Storage,36.411949,-119.003936
